timestep,tpm,final_tpm,final_nopm
1,0,69836,30360
2,67650,69836,30360
3,75636,69836,30360
4,72636,69836,30360
5,67980,69836,30360
6,75510,69836,30360
7,68964,69836,30360
8,71376,69836,30360
9,68580,69836,30360
10,72276,69836,30360
11,71070,69836,30360
12,67896,69836,30360
13,70986,69836,30360
14,70464,69836,30360
15,69318,69836,30360
16,70494,69836,30360
17,70656,69836,30360
18,71190,69836,30360
19,68322,69836,30360
20,67740,69836,30360
21,69060,69836,30360
22,67056,69836,30360
23,74142,69836,30360
24,70266,69836,30360
25,71046,69836,30360
26,69240,69836,30360
27,68808,69836,30360
28,71370,69836,30360
29,70236,69836,30360
30,67416,69836,30360
31,67716,69836,30360
