timestep,tpm,final_tpm,final_nopm
1,0,82902,36158
2,77616,82902,36158
3,88200,82902,36158
4,95310,82902,36158
5,83718,82902,36158
6,78498,82902,36158
7,77298,82902,36158
8,76530,82902,36158
9,81654,82902,36158
10,97092,82902,36158
11,90912,82902,36158
12,91278,82902,36158
13,82602,82902,36158
14,82470,82902,36158
15,78018,82902,36158
16,82740,82902,36158
17,81546,82902,36158
18,86496,82902,36158
19,96864,82902,36158
20,85680,82902,36158
21,78168,82902,36158
22,75894,82902,36158
23,77142,82902,36158
24,92982,82902,36158
25,94302,82902,36158
26,82284,82902,36158
27,79710,82902,36158
28,81852,82902,36158
29,79686,82902,36158
30,78570,82902,36158
31,87912,82902,36158
