timestep,tpm,final_tpm,final_nopm
1,0,90306,39807
2,88380,90306,39807
3,151020,90306,39807
4,103602,90306,39807
5,102540,90306,39807
6,99132,90306,39807
7,91020,90306,39807
8,97938,90306,39807
9,93462,90306,39807
10,93642,90306,39807
11,91494,90306,39807
12,86454,90306,39807
13,92724,90306,39807
14,99864,90306,39807
15,93150,90306,39807
16,96468,90306,39807
17,90114,90306,39807
18,84462,90306,39807
19,88710,90306,39807
20,87366,90306,39807
21,86220,90306,39807
22,96510,90306,39807
23,85122,90306,39807
24,93378,90306,39807
25,91722,90306,39807
26,84558,90306,39807
27,96366,90306,39807
28,93000,90306,39807
29,80634,90306,39807
30,90972,90306,39807
31,89418,90306,39807
32,87774,90306,39807
33,4410,90306,39807
34,0,90306,39807
