timestep,tpm,final_tpm,final_nopm
1,0,97097,41738
2,81882,97097,41738
3,90714,97097,41738
4,117876,97097,41738
5,91020,97097,41738
6,89136,97097,41738
7,98148,97097,41738
8,97590,97097,41738
9,98220,97097,41738
10,90990,97097,41738
11,102294,97097,41738
12,95730,97097,41738
13,94428,97097,41738
14,99372,97097,41738
15,99588,97097,41738
16,93756,97097,41738
17,101232,97097,41738
18,97512,97097,41738
19,97032,97097,41738
20,101130,97097,41738
21,95532,97097,41738
22,98334,97097,41738
23,97764,97097,41738
24,90816,97097,41738
25,102846,97097,41738
26,96084,97097,41738
27,88572,97097,41738
28,94818,97097,41738
29,98346,97097,41738
30,98838,97097,41738
31,100866,97097,41738
