timestep,tpm,final_tpm,final_nopm
1,0,107780,46267
2,96270,107780,46267
3,115920,107780,46267
4,106926,107780,46267
5,105594,107780,46267
6,105180,107780,46267
7,97788,107780,46267
8,104058,107780,46267
9,106272,107780,46267
10,107964,107780,46267
11,109818,107780,46267
12,111564,107780,46267
13,106530,107780,46267
14,109428,107780,46267
15,110544,107780,46267
16,105786,107780,46267
17,108780,107780,46267
18,108186,107780,46267
19,105540,107780,46267
20,108576,107780,46267
21,112560,107780,46267
22,105966,107780,46267
23,107346,107780,46267
24,109182,107780,46267
25,106236,107780,46267
26,107274,107780,46267
27,108336,107780,46267
28,106482,107780,46267
29,106386,107780,46267
30,110514,107780,46267
31,104784,107780,46267
