timestep,tpm,final_tpm,final_nopm
1,0,123942,53373
2,68892,123942,53373
3,116586,123942,53373
4,135102,123942,53373
5,129240,123942,53373
6,132570,123942,53373
7,123612,123942,53373
8,122148,123942,53373
9,136740,123942,53373
10,134802,123942,53373
11,129030,123942,53373
12,133410,123942,53373
13,141792,123942,53373
14,119520,123942,53373
15,119604,123942,53373
16,123702,123942,53373
17,126072,123942,53373
18,119616,123942,53373
19,127038,123942,53373
20,126834,123942,53373
21,127782,123942,53373
22,125130,123942,53373
23,121386,123942,53373
24,131166,123942,53373
25,139398,123942,53373
26,116904,123942,53373
27,115638,123942,53373
28,130446,123942,53373
29,111732,123942,53373
30,127230,123942,53373
31,125508,123942,53373
32,111408,123942,53373
