timestep,tpm,final_tpm,final_nopm
1,0,109246,46828
2,56118,109246,46828
3,98550,109246,46828
4,114132,109246,46828
5,104502,109246,46828
6,112974,109246,46828
7,109926,109246,46828
8,99612,109246,46828
9,114546,109246,46828
10,106866,109246,46828
11,110730,109246,46828
12,115956,109246,46828
13,112266,109246,46828
14,100824,109246,46828
15,109518,109246,46828
16,111744,109246,46828
17,99516,109246,46828
18,117012,109246,46828
19,114618,109246,46828
20,104640,109246,46828
21,109512,109246,46828
22,113262,109246,46828
23,107190,109246,46828
24,112332,109246,46828
25,116796,109246,46828
26,109266,109246,46828
27,107952,109246,46828
28,112650,109246,46828
29,92478,109246,46828
30,115074,109246,46828
31,111906,109246,46828
32,112578,109246,46828
