timestep,tpm,final_tpm,final_nopm
1,0,113959,49160
2,112344,113959,49160
3,112218,113959,49160
4,108000,113959,49160
5,114108,113959,49160
6,107142,113959,49160
7,111708,113959,49160
8,116802,113959,49160
9,119064,113959,49160
10,106272,113959,49160
11,112914,113959,49160
12,111924,113959,49160
13,110430,113959,49160
14,108822,113959,49160
15,117138,113959,49160
16,103842,113959,49160
17,110676,113959,49160
18,112722,113959,49160
19,104136,113959,49160
20,117438,113959,49160
21,112740,113959,49160
22,111060,113959,49160
23,121002,113959,49160
24,109014,113959,49160
25,122574,113959,49160
26,132612,113959,49160
27,127572,113959,49160
28,114384,113959,49160
29,115170,113959,49160
30,107130,113959,49160
31,107358,113959,49160
