timestep,tpm,final_tpm,final_nopm
1,0,105759,45603
2,56610,105759,45603
3,106974,105759,45603
4,116196,105759,45603
5,112194,105759,45603
6,109356,105759,45603
7,112326,105759,45603
8,106044,105759,45603
9,107568,105759,45603
10,110004,105759,45603
11,107394,105759,45603
12,105432,105759,45603
13,111540,105759,45603
14,101124,105759,45603
15,109626,105759,45603
16,110790,105759,45603
17,106962,105759,45603
18,106962,105759,45603
19,110448,105759,45603
20,98250,105759,45603
21,105582,105759,45603
22,105510,105759,45603
23,107034,105759,45603
24,105102,105759,45603
25,102930,105759,45603
26,102720,105759,45603
27,102588,105759,45603
28,107682,105759,45603
29,106638,105759,45603
30,105498,105759,45603
31,111018,105759,45603
32,101556,105759,45603
33,97272,105759,45603
