timestep,tpm,final_tpm,final_nopm
1,0,93564,40289
2,92088,93564,40289
3,109458,93564,40289
4,103554,93564,40289
5,93336,93564,40289
6,94902,93564,40289
7,89946,93564,40289
8,93054,93564,40289
9,95250,93564,40289
10,90654,93564,40289
11,94440,93564,40289
12,94932,93564,40289
13,90780,93564,40289
14,94536,93564,40289
15,93180,93564,40289
16,91050,93564,40289
17,90888,93564,40289
18,95562,93564,40289
19,90192,93564,40289
20,103260,93564,40289
21,109710,93564,40289
22,98826,93564,40289
23,93774,93564,40289
24,88740,93564,40289
25,85650,93564,40289
26,93966,93564,40289
27,91410,93564,40289
28,93612,93564,40289
29,91728,93564,40289
30,95394,93564,40289
31,84768,93564,40289
