timestep,tpm,final_tpm,final_nopm
1,0,104134,44849
2,114342,104134,44849
3,136080,104134,44849
4,108870,104134,44849
5,111336,104134,44849
6,100530,104134,44849
7,95802,104134,44849
8,115668,104134,44849
9,110034,104134,44849
10,97878,104134,44849
11,110604,104134,44849
12,113280,104134,44849
13,96186,104134,44849
14,98268,104134,44849
15,108378,104134,44849
16,99282,104134,44849
17,111180,104134,44849
18,98208,104134,44849
19,99054,104134,44849
20,104100,104134,44849
21,105330,104134,44849
22,120174,104134,44849
23,108090,104134,44849
24,94146,104134,44849
25,109980,104134,44849
26,94980,104134,44849
27,110076,104134,44849
28,107448,104134,44849
29,109554,104134,44849
30,100620,104134,44849
31,97416,104134,44849
