timestep,tpm,final_tpm,final_nopm
1,0,112883,48572
2,117744,112883,48572
3,124992,112883,48572
4,112848,112883,48572
5,102258,112883,48572
6,116970,112883,48572
7,115026,112883,48572
8,114828,112883,48572
9,111780,112883,48572
10,114702,112883,48572
11,113418,112883,48572
12,119328,112883,48572
13,113754,112883,48572
14,110058,112883,48572
15,115626,112883,48572
16,119586,112883,48572
17,106698,112883,48572
18,115848,112883,48572
19,114258,112883,48572
20,110694,112883,48572
21,112464,112883,48572
22,122694,112883,48572
23,108408,112883,48572
24,117768,112883,48572
25,112932,112883,48572
26,110130,112883,48572
27,109578,112883,48572
28,116460,112883,48572
29,106806,112883,48572
30,108684,112883,48572
31,115968,112883,48572
